,city,date,product,prodcode,quantity,weight_lb,price_usd
0,Austin,Jan 23,Pear,4412,412.0,17.248574955994265,1.6607460449566134
1,Austin,Jan 23,Pear,4412,334.0,10.42514892681502,0.652324107720051
2,Austin,Jan 23,Pear,4412,130.0,14.671054698852823,1.0195476199267433
3,Austin,Jan 23,Pear,4412,459.0,14.200088469451295,0.6364906550268643
4,Austin,Jan 23,Pear,4412,237.0,12.746351613011212,0.9321723686414771
5,Austin,Jan 23,Pear,4412,271.0,3.8821225321851673,3.207630053756293
6,Austin,Jan 23,Pear,4412,348.0,11.586224258784206,1.9161987273371779
7,Austin,Jan 23,Pear,4412,373.0,4.648537414288149,2.8048796235350895
8,Austin,Jan 23,Pear,4412,354.0,9.802435752609746,3.052116398420185
9,Austin,Jan 23,Pear,4412,473.0,8.161876217089594,1.9497841920354406
10,Austin,Jan 23,Cucumber,4062,260.0,16.164014432299883,2.007777346891817
11,Austin,Jan 23,Cucumber,4062,102.0,6.490273691713811,2.729409760341514
12,Austin,Jan 23,Cucumber,4062,222.0,11.766429183492438,2.5384462471236477
13,Austin,Jan 23,Cucumber,4062,226.0,16.26478515826166,1.359059180726763
14,Austin,Jan 23,Cucumber,4062,324.0,10.913664511591197,2.297565759229474
15,Austin,Jan 23,Cucumber,4062,471.0,9.418978684442118,3.1563760976539927
16,Austin,Jan 23,Cucumber,4062,317.0,3.1933232176583264,2.4702100191614593
17,Austin,Jan 23,Cucumber,4062,381.0,3.7494735727086668,2.570836136536673
18,Austin,Jan 23,Grapes,4272,312.0,20.93836752534844,2.3805298482300716
19,Austin,Jan 23,Grapes,4272,191.0,4.601725860964507,1.1873649259330705
20,Austin,Jan 23,Grapes,4272,231.0,20.866171201411635,2.1621550687821585
21,Austin,Jan 23,Grapes,4272,491.0,18.47460297914222,2.588010621094145
22,Austin,Jan 23,Grapes,4272,144.0,16.945682659046724,1.7426352477748879
23,Austin,Jan 23,Grapes,4272,151.0,4.29064878099598,3.2294638363644483
24,Austin,Jan 23,Grapes,4272,313.0,5.116251513874158,1.6838543447782286
25,Austin,Jan 23,Corn,4078,222.0,17.326482938835397,1.2122528248117306
26,Austin,Jan 23,Corn,4078,405.0,12.407822068873793,1.0142838384606876
27,Austin,Jan 23,Corn,4078,145.0,9.465328458603473,1.043281850765925
28,Austin,Jan 23,Corn,4078,426.0,3.155684255901724,1.5478973810793832
29,Austin,Jan 23,Corn,4078,267.0,11.083176225423815,2.5344687743461694
30,Austin,Jan 23,Tomato,4796,112.0,20.739427398331465,2.3027471072971823
31,Austin,Jan 23,Tomato,4796,139.0,18.10809531947598,1.962030101870187
32,Austin,Jan 23,Apple (Fuji),4131,497.0,21.649766681250185,3.235169615026098
33,Austin,Jan 23,Apple (Fuji),4131,420.0,18.587957855733112,2.5657618107041347
34,Austin,Jan 23,Apple (Fuji),4131,290.0,13.03595929038711,2.1415936360252092
35,Austin,Jan 23,Banana,4011,175.0,6.303204624075443,2.0967003048397603
36,Austin,Jan 23,Banana,4011,191.0,17.478994556702673,1.5275926555739716
37,Austin,Jan 23,Banana,4011,243.0,14.921610338333995,2.752070824801922
38,Austin,Jan 23,Banana,4011,322.0,18.28344604475424,1.2654240321251564
39,Austin,Jan 23,Eggplant,4081,492.0,10.512341170385481,1.627193508797791
40,Austin,Jan 23,Eggplant,4081,227.0,17.208036053553226,0.9622255399706774
41,Austin,Jan 23,Eggplant,4081,133.0,19.486067353095862,2.916977278783452
42,Austin,Jan 23,Eggplant,4081,150.0,17.209921576501802,2.11649073160952
43,Austin,Jan 23,Eggplant,4081,347.0,20.354027753276753,3.2815214587142694
44,Austin,Jan 23,Eggplant,4081,469.0,21.680345333367587,0.785004433314316
45,Austin,Jan 23,Eggplant,4081,415.0,18.37263691877015,0.8929643180570566
46,Austin,Jan 23,Orange,4012,463.0,18.945841302722695,1.4985659105121159
47,Austin,Jan 23,Orange,4012,381.0,6.7593209570739425,0.961532343889121
48,Austin,Jan 23,Orange,4012,335.0,7.1213346648029985,2.0592326775193217
49,Austin,Jan 23,Orange,4012,100.0,17.834704961348326,1.2388648728490808
50,Austin,Jan 23,Orange,4012,422.0,19.644022108474747,2.1219786061672496
51,Austin,Jan 23,Orange,4012,365.0,12.823983306530865,0.8546106327092275
52,Austin,Jan 23,Orange,4012,286.0,8.68493610378355,2.630479997384828
53,Austin,Jan 23,Orange,4012,231.0,17.039551716297865,1.2255685164825991
54,Austin,Jan 23,Orange,4012,332.0,5.0780874493531885,2.7999374863109554
55,Austin,Jan 23,Orange,4012,379.0,7.27481948658824,2.815771346224938
56,Austin,Jan 23,Lychee,4309,157.0,4.34703579787165,1.0941710599698127
57,Austin,Jan 23,Lychee,4309,431.0,9.491468972619623,1.3077658637892455
58,Austin,Jan 23,Lychee,4309,404.0,4.703560889977962,3.263199940102641
59,Austin,Jan 23,Lychee,4309,202.0,11.853017248166726,1.3450990896788426
60,Austin,Jan 23,Lychee,4309,311.0,6.202259472385049,1.5119418202782982
61,Austin,Jan 23,Lychee,4309,104.0,14.59055296080187,2.794543264852837
62,Austin,Jan 23,Lychee,4309,388.0,13.451190538704397,2.082025397231337
63,Austin,Jan 23,Mushroom,4650,144.0,4.5882520819548525,1.6002275762846694
64,Austin,Jan 23,Mushroom,4650,352.0,2.2827168747317046,2.038456765539013
65,Austin,Jan 23,Mushroom,4650,444.0,14.421111992746592,1.5754710355657153
66,Austin,Jan 23,Mushroom,4650,308.0,4.751612891629339,0.5834994297008962
67,Austin,Jan 23,Kiwi,4030,500.0,4.383739473344758,1.8101484821061604
68,Austin,Jan 23,Kiwi,4030,137.0,17.002395910490307,2.507249154802412
69,Austin,Jan 23,Kiwi,4030,383.0,3.129413024010137,1.6852524138055742
70,Austin,Jan 23,Kiwi,4030,260.0,3.3709955209866167,2.8598454055143523
71,Austin,Jan 23,Kiwi,4030,319.0,2.7711281802505257,2.844668362650555
72,Austin,Jan 23,Avocado,4225,417.0,7.2707231096923355,1.4550850733183325
73,Austin,Jan 23,Avocado,4225,300.0,2.911844089953229,1.698641080595553
74,Austin,Jan 23,Avocado,4225,208.0,17.468145576957614,1.8235664828796871
75,Austin,Jan 23,Avocado,4225,375.0,17.720818481827155,0.5909564594738186
76,Austin,Jan 23,Strawberries,4323,278.0,11.936910399375485,2.0384407270583327
77,Austin,Jan 23,Strawberries,4323,368.0,5.294829737488181,3.1251228088629435
78,Austin,Jan 23,Strawberries,4323,438.0,8.530153129715472,3.088291595934425
79,Austin,Jan 23,Strawberries,4323,295.0,15.742765371873976,3.0444448042660954
80,Austin,Jan 23,Strawberries,4323,187.0,20.9461824904196,1.784682724752929
81,Austin,Jan 23,Strawberries,4323,200.0,16.26463482002728,2.092427912645508
82,Austin,Jan 23,Apple (Gala),4134,281.0,5.3134016703814275,1.6335795978200622
83,Austin,Jan 23,Apple (Gala),4134,359.0,18.940285841422156,0.9191260336781852
84,Austin,Jan 23,Apple (Gala),4134,499.0,8.26064435718581,2.0792263894225473
85,Austin,Jan 23,Peach,4404,231.0,3.1827095669694248,0.8714793123770506
86,Austin,Jan 23,Peach,4404,393.0,18.788935296097772,2.3764539054944183
87,Austin,Jan 23,Peach,4404,246.0,20.627215038845318,2.5389458423713225
88,Austin,Jan 23,Peach,4404,499.0,8.3214431473054,2.8616511288098994
89,Austin,Jan 23,Peach,4404,186.0,11.862720036599786,1.6608545571332798
90,Austin,Jan 23,Peach,4404,401.0,19.004631264973433,1.2154177941381932
91,Austin,Jan 23,Peach,4404,425.0,14.663327758014203,1.2407449594000355
92,Austin,Jan 23,Peach,4404,233.0,14.903738943533973,0.5661582810687833
93,Austin,Jan 23,Onion,4159,205.0,11.807176727429033,0.6350882531958633
94,Austin,Jan 23,Onion,4159,378.0,11.715219525713474,0.7710384100326337
95,Austin,Jan 23,Onion,4159,445.0,9.329174992302434,2.5912957429653036
96,Austin,Jan 23,Onion,4159,274.0,2.277941078366712,2.9932421599049124
97,Austin,Jan 23,Onion,4159,217.0,12.081140695232898,3.2251730084652084
98,Austin,Jan 23,Onion,4159,465.0,6.6836688452865936,1.710987847368233
99,Austin,Jan 23,Onion,4159,141.0,9.440171262947842,3.210577524919063
100,Austin,Jan 23,Apricot,3302,499.0,6.971647516544909,0.5723215959849768
101,Austin,Jan 23,Apricot,3302,324.0,20.99446234824136,2.0004659171216193
102,Austin,Jan 23,Lemon,4958,450.0,8.930287240212785,1.6179659502347932
103,Austin,Jan 23,Lemon,4958,483.0,20.723327243421227,2.6939412035979333
104,Austin,Jan 23,Lemon,4958,376.0,9.610339037142694,0.8376690400298685
105,Austin,Jan 23,Lemon,4958,243.0,15.04037205753848,1.186213128163945
106,Austin,Jan 23,Lemon,4958,164.0,6.999536413839087,2.477826644270681
107,Austin,Jan 23,Blueberries,4240,218.0,6.945361329661683,0.6825442555826158
108,Austin,Jan 23,Blueberries,4240,244.0,15.481832033116373,1.4925716274417937
109,Austin,Jan 23,Blueberries,4240,412.0,6.334710753057153,3.2191228298586796
110,Austin,Jan 23,Blueberries,4240,203.0,17.772315778862687,1.4533012944855728
0,Austin,Jan 19,Strawberries,4323,355.0,16.736119343154133,1.1002727392013185
1,Austin,Jan 19,Strawberries,4323,167.0,2.2194290189538153,1.8100035153445788
2,Austin,Jan 19,Strawberries,4323,363.0,16.842585274763408,1.4673534904257395
3,Austin,Jan 19,Strawberries,4323,330.0,11.555479027237745,0.563553669967223
4,Austin,Jan 19,Strawberries,4323,114.0,7.613790110778064,1.2956730452831835
5,Austin,Jan 19,Strawberries,4323,424.0,6.4543735612183815,3.0776137870969253
6,Austin,Jan 19,Strawberries,4323,180.0,12.856583404215053,3.0757521842722784
7,Austin,Jan 19,Onion,4159,131.0,3.555644028261304,0.6214604491950013
8,Austin,Jan 19,Onion,4159,238.0,3.638266876479611,2.8091277425526644
9,Austin,Jan 19,Onion,4159,333.0,17.861550692655147,2.5755323687451894
10,Austin,Jan 19,Onion,4159,246.0,17.05969069628045,1.7964862013584935
11,Austin,Jan 19,Onion,4159,367.0,11.36079434216954,2.1874456059420484
12,Austin,Jan 19,Onion,4159,500.0,15.01303952834569,1.0195363022619859
13,Austin,Jan 19,Onion,4159,196.0,8.20811423449777,1.7053677720366978
14,Austin,Jan 19,Onion,4159,351.0,15.35600863969885,1.8712689876672812
15,Austin,Jan 19,Onion,4159,336.0,18.539156901277604,1.8308044393896126
16,Austin,Jan 19,Onion,4159,326.0,21.83564794729464,0.902944991143886
17,Austin,Jan 19,Onion,4159,239.0,15.165815772116185,2.015545382583514
18,Austin,Jan 19,Onion,4159,247.0,16.94471047394909,2.188317121192813
19,Austin,Jan 19,Onion,4159,365.0,6.239222841011361,1.43007839594502
20,Austin,Jan 19,Grapes,4272,401.0,16.218085430841896,2.966024880600162
21,Austin,Jan 19,Grapes,4272,177.0,7.516913168597967,2.8015174543368633
22,Austin,Jan 19,Grapes,4272,174.0,12.777935601072388,3.0121490366407673
23,Austin,Jan 19,Grapes,4272,118.0,14.20510573545471,1.4281496529118158
24,Austin,Jan 19,Grapes,4272,322.0,3.9242405093275012,3.0969809321803043
25,Austin,Jan 19,Grapes,4272,274.0,16.879102349374445,2.412724350416102
26,Austin,Jan 19,Grapes,4272,194.0,18.199218116560953,1.760212311707437
27,Austin,Jan 19,Grapes,4272,442.0,18.82610334157944,2.0224113710690292
28,Austin,Jan 19,Corn,4078,359.0,17.2063363108784,0.7014488221728243
29,Austin,Jan 19,Corn,4078,166.0,17.858869959693404,3.2030994586064483
30,Austin,Jan 19,Corn,4078,383.0,11.47213754649274,1.6819979583495297
31,Austin,Jan 19,Corn,4078,309.0,3.386204563081265,0.5897923791315407
32,Austin,Jan 19,Corn,4078,263.0,5.593652552552522,1.2025196324801073
33,Austin,Jan 19,Corn,4078,127.0,17.949750766204673,1.488268437574152
34,Austin,Jan 19,Corn,4078,256.0,21.203382774675266,2.6143844692967835
35,Austin,Jan 19,Corn,4078,123.0,11.00585795515217,0.7028453743667342
36,Austin,Jan 19,Corn,4078,494.0,3.7540669633541257,2.777071667904966
37,Austin,Jan 19,Corn,4078,150.0,20.356194502906874,0.8143539642449469
38,Austin,Jan 19,Corn,4078,371.0,6.147161194076762,0.6285945535171777
39,Austin,Jan 19,Corn,4078,277.0,8.703362640412525,2.7387436906108635
40,Austin,Jan 19,Corn,4078,195.0,3.40956848282367,2.7929575368296358
41,Austin,Jan 19,Eggplant,4081,197.0,6.648108977731318,2.5629971144488084
42,Austin,Jan 19,Eggplant,4081,493.0,19.816374132037165,1.0690483586047776
43,Austin,Jan 19,Eggplant,4081,332.0,13.263093389151619,1.3622132005519234
44,Austin,Jan 19,Eggplant,4081,255.0,4.511820088559762,2.3246698042610663
45,Austin,Jan 19,Eggplant,4081,456.0,21.560339463967832,2.0067118754494007
46,Austin,Jan 19,Eggplant,4081,132.0,6.39489624099806,2.9177781444275754
47,Austin,Jan 19,Cucumber,4062,229.0,2.6779515197500587,2.1114214672241363
48,Austin,Jan 19,Cucumber,4062,278.0,16.233492087200286,1.003425100655295
49,Austin,Jan 19,Cucumber,4062,176.0,4.285348310600966,0.5640101651195437
50,Austin,Jan 19,Cucumber,4062,466.0,19.568943518772723,2.973977652390022
51,Austin,Jan 19,Cucumber,4062,184.0,14.813524643750862,2.4798790159518833
52,Austin,Jan 19,Cucumber,4062,313.0,11.785353217925877,2.870066835090984
53,Austin,Jan 19,Cucumber,4062,462.0,10.435373531049118,1.938680468022358
54,Austin,Jan 19,Cucumber,4062,316.0,20.553597617289054,2.507334844686557
55,Austin,Jan 19,Lychee,4309,296.0,18.10866878624074,0.9211500913486816
56,Austin,Jan 19,Lychee,4309,208.0,20.524671989632772,1.4106776218512096
57,Austin,Jan 19,Lychee,4309,430.0,20.31276296209544,2.7626632113941016
58,Austin,Jan 19,Lychee,4309,320.0,13.873642632318662,2.3473832382122057
59,Austin,Jan 19,Lychee,4309,328.0,17.931278225919232,2.3651342641795057
60,Austin,Jan 19,Lychee,4309,485.0,5.51329489229247,2.143122722581029
