event,round,name,scores
2008 Santa Catarina,round_2,Chris Ward,"[1.33, 0.2, 8.67, 2.17, 2.67, 6.17, 1.0, 1.5]"
2008 Santa Catarina,round_2,Gustavo Fernandes,"[2.0, 6.33, 2.6, 0.2, 4.33, 3.33]"
2008 Santa Catarina,round_2,Dayyan Neve,"[8.17, 6.5, 3.07]"
2008 Santa Catarina,round_2,Tanio Barreto,"[3.17, 1.93, 4.17, 5.5, 1.5]"
2008 Santa Catarina,round_2,Tim Reyes,"[5.0, 5.67, 4.17, 9.17, 0.83]"
2008 Santa Catarina,round_2,Fabio Gouveia,"[0.5, 2.43, 5.27]"
2008 Santa Catarina,round_2,Jordy Smith,"[5.0, 2.5, 6.0, 2.57, 0.23, 7.5, 2.33, 7.83, 0.33, 1.0, 0.67, 6.77]"
2008 Santa Catarina,round_2,Pedro Henrique,"[0.23, 6.0, 1.5, 8.33, 5.5, 3.83, 1.17]"
2008 Santa Catarina,round_2,Roy Powers,"[6.5, 4.33, 6.17, 0.43, 0.57, 1.67]"
2008 Santa Catarina,round_2,Willian Cardoso,"[0.5, 6.83, 3.33, 0.43, 0.33, 4.93]"
2008 Santa Catarina,round_2,Damien Hobgood,"[5.0, 7.67, 5.33, 1.57]"
2008 Santa Catarina,round_2,Simão Romão,"[1.67, 2.5, 6.17, 2.13, 4.27, 1.83]"
2008 Santa Catarina,round_2,Tiago Pires,"[0.4, 4.67, 1.5, 3.33, 0.33, 3.8]"
2008 Santa Catarina,round_2,Bruno Santos,"[2.83, 0.57, 0.9, 4.33, 3.43]"
2008 Santa Catarina,round_2,Heitor Alves,"[8.0, 3.5, 7.5, 4.1, 5.5, 0.4, 7.83]"
2008 Santa Catarina,round_2,Ricky Basnett,"[5.5, 3.0, 0.7, 2.4, 0.5, 1.13, 1.4]"
2008 Santa Catarina,round_2,Jihad Khodr,"[4.17, 2.67, 5.83, 1.43, 0.47, 5.17]"
2008 Santa Catarina,round_2,Jay Thompson,"[5.17, 4.33, 0.5, 2.23, 4.33, 4.9]"
2008 Santa Catarina,round_2,Travis Logie,"[4.5, 5.33, 6.23, 1.67]"
2008 Santa Catarina,round_2,Rodrigo Dornelles,"[2.0, 3.67, 6.5, 0.43, 4.17]"
2008 Santa Catarina,round_2,Royden Bryson,"[1.23, 2.5, 0.93, 6.83]"
2008 Santa Catarina,round_3,Marco Polo,"[4.5, 5.5, 1.77, 8.67]"
2008 Santa Catarina,round_3,Kai Otton,"[4.0, 7.33, 6.67, 1.8, 6.1, 2.33, 4.9]"
2008 Santa Catarina,round_3,Leonardo Neves,"[5.83, 0.5, 6.5, 2.5, 4.53]"
2008 Santa Catarina,round_3,Jordy Smith,"[4.83, 4.5, 4.83, 6.57, 1.0]"
2008 Santa Catarina,round_3,Ben Dunn,"[2.0, 1.0, 3.5, 6.33, 4.27]"
2008 Santa Catarina,round_3,Jeremy Flores,[]
2008 Santa Catarina,round_3,Marcio Farney,"[0.67, 6.17, 0.2, 5.6, 2.33, 8.17, 9.8, 3.57, 4.1]"
2008 Santa Catarina,round_3,Tom Whitaker,"[1.83, 5.33, 6.67, 3.83, 1.7, 2.57]"
2008 Santa Catarina,round_3,Aritz Aranburu,"[7.33, 0.5, 2.33, 5.83, 1.0, 2.63, 6.67]"
2008 Santa Catarina,round_3,Daniel Ross,"[4.17, 2.3, 5.0, 5.33, 0.43, 3.5, 5.87]"
2008 Santa Catarina,round_3,Chris Ward,"[7.5, 1.73, 0.6, 1.77, 6.27, 9.33, 1.0, 4.93, 7.03]"
2008 Santa Catarina,round_3,Mikael Picon,"[6.83, 1.83, 6.5, 4.83, 4.93, 1.2, 0.97]"
2008 Santa Catarina,round_3,Mick Campbell,"[5.17, 4.17, 8.17, 7.67, 6.33, 6.8]"
2008 Santa Catarina,round_3,Taj Burrow,"[6.33, 4.0, 1.67, 1.0, 6.53]"
2008 Santa Catarina,round_3,Raoni Monteiro,"[6.33, 0.43, 8.5, 9.6, 7.67, 1.0, 6.83]"
2008 Santa Catarina,round_3,Bede Durbidge,"[2.17, 6.17, 2.5, 2.8, 0.5, 7.0]"
2008 Santa Catarina,round_3,Alejo Muniz,"[6.83, 2.17, 4.33, 8.0, 1.07, 3.83, 2.67]"
2008 Santa Catarina,round_3,Damien Hobgood,"[0.2, 0.93, 5.67, 0.5, 0.9, 5.43, 1.87, 1.0]"
2008 Santa Catarina,round_3,Tiago Pires,"[1.83, 6.83, 6.5, 7.0, 4.0, 8.0, 0.33]"
2008 Santa Catarina,round_3,Bernardo Miranda,"[4.0, 0.37, 0.5, 6.17, 6.13, 7.73]"
2008 Santa Catarina,round_3,Taylor Knox,"[7.67, 2.2, 0.43, 4.17, 3.5, 5.33, 6.67]"
2008 Santa Catarina,round_3,Dayyan Neve,"[2.33, 1.93, 6.17, 7.67]"
2008 Santa Catarina,round_3,Jihad Khodr,"[6.83, 5.0, 5.5]"
2008 Santa Catarina,round_3,C.J. Hobgood,"[3.83, 0.5, 0.37, 4.0, 2.0, 0.73]"
2008 Santa Catarina,round_3,Jano Belo,"[7.17, 0.5, 6.0, 3.33, 7.17, 3.87, 3.5, 2.5, 1.4, 2.43]"
2008 Santa Catarina,round_3,Heitor Alves,"[1.77, 4.17, 2.83, 0.87, 1.57, 2.23, 2.93, 2.53]"
2008 Santa Catarina,round_3,Roy Powers,"[4.17, 3.17, 6.33, 6.5]"
2008 Santa Catarina,round_3,Freddy Patacchia Jr.,"[1.83, 0.5, 0.7, 0.7, 2.5, 1.93, 1.93]"
2008 Santa Catarina,round_3,Hizunome Bettero,"[7.0, 1.67, 8.5, 0.6, 2.07]"
2008 Santa Catarina,round_3,Tim Reyes,"[0.93, 1.83, 1.63, 0.27, 0.97, 7.33, 2.27]"
2008 Santa Catarina,round_3,Travis Logie,"[0.37, 4.67, 1.37, 5.67, 3.0, 5.6, 0.5, 8.0]"
2008 Santa Catarina,round_4,Leonardo Neves,"[7.5, 4.83, 0.23, 6.33, 3.17]"
2008 Santa Catarina,round_4,Marco Polo,"[2.33, 3.67, 4.77, 3.67]"
2008 Santa Catarina,round_4,Jeremy Flores,"[6.17, 0.5, 8.83, 2.1, 0.33, 2.5, 6.13, 0.6]"
2008 Santa Catarina,round_4,Daniel Ross,[]
2008 Santa Catarina,round_4,Tom Whitaker,"[2.17, 1.93, 7.5, 6.0, 0.3]"
2008 Santa Catarina,round_4,Mikael Picon,"[7.0, 6.0, 0.5, 2.67, 0.33, 1.0]"
2008 Santa Catarina,round_4,Taj Burrow,"[3.5, 0.3, 5.17, 7.17, 8.5, 1.23]"
2008 Santa Catarina,round_4,Bede Durbidge,"[2.0, 0.67, 2.33, 0.37, 8.0, 6.5, 2.63, 2.03]"
2008 Santa Catarina,round_4,Damien Hobgood,"[2.0, 6.17, 1.03, 0.5, 7.5, 2.5, 7.1, 2.27]"
2008 Santa Catarina,round_4,Bernardo Miranda,"[0.83, 1.23, 5.33, 1.63, 2.07, 4.17]"
2008 Santa Catarina,round_4,Dayyan Neve,"[3.83, 3.5, 5.5, 7.67, 4.17, 6.67, 6.6]"
2008 Santa Catarina,round_4,Heitor Alves,"[5.83, 2.83, 7.17]"
2008 Santa Catarina,round_4,C.J. Hobgood,"[4.17, 2.67, 7.83, 9.4]"
2008 Santa Catarina,round_4,Freddy Patacchia Jr.,"[1.5, 3.6, 7.67, 1.93, 5.83]"
2008 Santa Catarina,round_4,Tim Reyes,"[8.33, 2.67, 2.67, 5.5, 6.1]"
2008 Santa Catarina,quarter,Jeremy Flores,"[1.0, 1.5, 8.83, 0.4, 6.83, 6.73, 0.57, 9.23]"
2008 Santa Catarina,quarter,Leonardo Neves,"[4.67, 7.0, 7.43, 4.5, 2.43, 0.33]"
2008 Santa Catarina,quarter,Mikael Picon,"[4.17, 6.83, 4.0, 5.4, 1.67]"
2008 Santa Catarina,quarter,Daniel Ross,"[7.33, 1.67, 0.5, 0.9, 4.5, 0.7, 3.17]"
2008 Santa Catarina,quarter,Bede Durbidge,"[8.17, 5.5, 0.5, 0.93, 1.1, 9.0, 3.07, 0.57, 0.53]"
2008 Santa Catarina,quarter,Bernardo Miranda,"[1.83, 5.33, 5.63, 1.8, 3.2, 6.67, 4.0]"
2008 Santa Catarina,quarter,Freddy Patacchia Jr.,"[0.6, 4.5, 4.33, 7.33, 4.27, 4.5]"
2008 Santa Catarina,quarter,Heitor Alves,"[1.0, 5.67, 3.73, 0.5]"
2008 Santa Catarina,semi,Jeremy Flores,"[0.5, 7.5, 6.17, 2.5, 6.5, 3.0]"
2008 Santa Catarina,semi,Mikael Picon,"[4.67, 8.0, 1.67, 5.73]"
2008 Santa Catarina,semi,Bede Durbidge,"[5.5, 0.5, 6.83, 2.5]"
2008 Santa Catarina,semi,Freddy Patacchia Jr.,"[3.67, 3.0, 4.83]"
2008 Santa Catarina,final,Bede Durbidge,"[8.33, 0.6, 9.43, 3.1, 1.4, 7.17, 6.0, 1.13, 4.33, 2.3]"
2008 Santa Catarina,final,Jeremy Flores,"[3.33, 0.47, 1.17, 2.0, 4.83, 5.03]"
2008 Pipeline,round_1,Kamalei Alexander,"[8.83, 6.83, 1.5]"
2008 Pipeline,round_1,Daniel Ross,"[9.93, 1.23]"
2008 Pipeline,round_1,Jesse Merle-Jones,"[2.83, 0.2, 1.57, 7.17]"
2008 Pipeline,round_1,Tj Barron,"[3.5, 1.83, 2.77, 0.27, 2.9, 1.8, 4.83, 0.5]"
2008 Pipeline,round_1,Ezra Sitt,"[1.33, 7.5, 3.83]"
2008 Pipeline,round_1,Daniel Jones,"[1.17, 5.67, 1.67, 1.63, 2.83, 1.4, 1.97]"
2008 Pipeline,round_1,Tory Barron,"[4.33, 6.17, 0.9, 7.67, 5.67, 1.5, 3.43, 1.33]"
2008 Pipeline,round_1,Royden Bryson,"[0.6, 3.33, 2.5, 1.6, 4.67, 6.17, 2.1, 4.43, 0.73]"
2008 Pipeline,round_1,Aritz Aranburu,"[1.33, 9.33, 3.27, 5.67, 4.33]"
2008 Pipeline,round_1,Kalani Chapman,"[4.17, 0.77, 4.27, 1.0, 7.33]"
2008 Pipeline,round_1,Dave Wassel,"[9.67, 3.67, 1.93]"
2008 Pipeline,round_1,Ricky Basnett,"[3.17, 0.83, 6.0]"
2008 Pipeline,round_1,Evan Valiere,"[1.83, 3.67, 2.57, 6.0, 1.97, 1.77, 6.57]"
2008 Pipeline,round_1,Olamana Eleogram,"[0.27, 7.67, 0.33, 4.67, 0.83]"
2008 Pipeline,round_1,John John Florence,"[0.93, 7.33, 8.17, 1.73, 0.93, 9.73, 5.83, 0.87, 2.0, 3.83, 0.57]"
2008 Pipeline,round_1,Jay Thompson,"[1.33, 6.67, 1.0, 1.23, 7.73, 2.6, 1.13, 0.23, 0.67]"
2008 Pipeline,round_1,Torrey Meister,"[6.67, 6.17, 0.37, 1.17, 1.17, 6.67, 1.9, 0.27, 9.67]"
2008 Pipeline,round_1,Rodrigo Dornelles,"[5.33, 3.17, 1.33, 1.2]"
2008 Pipeline,round_1,Jamie O'Brien,"[2.17, 5.0, 6.67, 4.57, 7.83, 1.3, 1.6]"
2008 Pipeline,round_1,Dustin Barca,"[5.17, 1.07, 6.33, 1.27]"
2008 Pipeline,round_1,Mark Healey,"[2.0, 2.5, 4.17, 4.67, 1.47, 6.5]"
2008 Pipeline,round_1,Jihad Khodr,"[1.0, 0.93, 4.5, 3.23]"
2008 Pipeline,round_1,Dusty Payne,"[8.83, 8.77, 3.83, 5.17, 4.83]"
2008 Pipeline,round_1,Manoa Drollet,"[0.5, 4.17, 1.17, 2.83, 4.67, 6.33]"
2008 Pipeline,round_1,Daniel Wills,"[7.17, 3.0, 2.07, 8.33, 3.1, 7.27, 2.57]"
2008 Pipeline,round_1,Laurie Towner,"[3.17, 1.5, 4.67, 8.0, 2.5, 0.23]"
2008 Pipeline,round_1,Makuakai Rothman,"[5.67, 2.23, 1.77, 8.33, 8.23]"
2008 Pipeline,round_1,Teale Vanner,"[8.33, 8.23]"
2008 Pipeline,round_1,Shane Dorian,"[2.43, 8.93, 7.5, 0.97]"
2008 Pipeline,round_1,Gregoire Sylvain,"[8.93, 7.5]"
2008 Pipeline,round_1,Marcus Hickman,"[1.5, 6.33, 1.9, 1.47, 2.07, 1.27, 6.03, 1.57]"
2008 Pipeline,round_1,Mark Occhilupo,"[3.17, 3.17, 4.17, 3.3, 4.67, 4.0, 3.23, 4.37, 6.77]"
2008 Pipeline,round_2,Kamalei Alexander,"[6.33, 3.0, 5.57, 5.07, 0.67]"
2008 Pipeline,round_2,Mikael Picon,"[2.67, 1.0, 5.17, 5.77, 5.9, 4.43]"
2008 Pipeline,round_2,Evan Valiere,"[2.67, 0.57, 1.57, 5.5, 1.67, 1.37, 9.07]"
2008 Pipeline,round_2,Mick Campbell,"[1.5, 3.17, 5.67, 1.0, 8.67]"
2008 Pipeline,round_2,Jamie O'Brien,"[5.0, 6.0, 1.33, 3.83, 1.73, 2.23, 5.73, 9.0]"
2008 Pipeline,round_2,Roy Powers,"[4.17, 6.67, 2.2]"
2008 Pipeline,round_2,Chris Ward,"[4.5, 2.83, 9.93, 5.17, 1.07, 0.93, 2.33, 9.97, 1.83, 1.77]"
2008 Pipeline,round_2,Tory Barron,"[1.17, 8.33, 0.93, 1.9, 3.4]"
2008 Pipeline,round_2,Damien Hobgood,"[4.83, 2.5, 5.5, 5.57, 4.5, 8.83, 6.4]"
2008 Pipeline,round_2,Dave Wassel,"[1.5, 0.2, 2.2, 0.53, 3.83, 6.07]"
2008 Pipeline,round_2,Dusty Payne,"[1.17, 1.6, 0.73, 2.17, 1.73, 8.83, 2.93, 6.33, 8.33, 6.83]"
2008 Pipeline,round_2,Heitor Alves,"[1.07, 0.43, 2.0, 3.5, 0.83, 8.37]"
2008 Pipeline,round_2,Daniel Wills,"[7.83, 0.43, 1.8, 8.43, 5.17, 6.67, 0.97]"
2008 Pipeline,round_2,Leonardo Neves,"[1.5, 1.7, 1.4, 0.83, 5.33, 0.23, 6.77, 3.1]"
2008 Pipeline,round_2,Ezra Sitt,"[6.33, 1.1, 5.33, 1.17, 6.67]"
2008 Pipeline,round_2,Dayyan Neve,"[0.67, 3.67, 7.17, 2.93, 2.07]"
2008 Pipeline,round_2,Kieren Perrow,"[8.33, 2.33, 9.17, 4.0]"
2008 Pipeline,round_2,John John Florence,"[6.17, 1.67, 0.83, 6.5, 8.33]"
2008 Pipeline,round_2,Aritz Aranburu,"[1.9, 4.83, 0.9, 9.67, 6.57]"
2008 Pipeline,round_2,Pancho Sullivan,"[4.0, 2.5, 5.33, 0.83, 1.83, 8.67, 7.17, 2.17]"
2008 Pipeline,round_2,Tim Reyes,"[0.6, 8.0]"
2008 Pipeline,round_2,Mark Healey,"[1.67, 1.17, 2.27]"
2008 Pipeline,round_2,Marcus Hickman,"[0.2, 2.0, 1.93, 2.9, 6.5, 5.33, 1.2]"
2008 Pipeline,round_2,Ben Dunn,"[4.67, 0.43, 0.73, 5.13]"
2008 Pipeline,round_2,Bruce Irons,"[1.33, 7.67, 2.67, 9.87, 2.1, 7.33]"
2008 Pipeline,round_2,Torrey Meister,"[3.67, 0.33, 9.7, 2.67, 2.87]"
2008 Pipeline,round_2,Kekoa Bacalso,"[7.17, 7.67, 0.77, 7.43, 1.93]"
2008 Pipeline,round_2,Makuakai Rothman,"[2.5, 0.63, 5.5, 7.0, 5.67, 1.93]"
2008 Pipeline,round_2,Shane Dorian,"[5.17, 1.17, 7.83]"
2008 Pipeline,round_2,Gregoire Sylvain,"[5.17, 7.83]"
2008 Pipeline,round_2,Dean Morrison,"[1.33, 0.67, 0.73, 0.33, 1.6, 1.67, 9.73, 4.5]"
2008 Pipeline,round_2,Jesse Merle-Jones,"[1.33, 1.77, 2.57, 1.23, 4.67]"
2008 Pipeline,round_3,Marcus Hickman,"[7.33, 3.17, 7.23, 1.1]"
2008 Pipeline,round_3,Mick Fanning,"[2.17, 0.4, 5.5, 8.33, 0.23]"
2008 Pipeline,round_3,Luke Stedman,"[0.33, 4.67, 2.67]"
2008 Pipeline,round_3,Damien Hobgood,"[1.83, 0.83, 3.67, 0.87]"
2008 Pipeline,round_3,Joel Parkinson,"[2.83, 8.67, 10.0, 0.23, 1.67, 10.0, 2.07]"
2008 Pipeline,round_3,Dusty Payne,"[1.17, 5.83, 9.33, 1.23, 0.57]"
2008 Pipeline,round_3,Tim Reyes,"[2.5, 7.0, 3.17, 7.83]"
2008 Pipeline,round_3,Freddy Patacchia Jr.,"[3.83, 6.73, 1.27, 0.97]"
2008 Pipeline,round_3,Kelly Slater,"[1.33, 1.1, 5.0, 8.17, 1.9, 0.23, 8.67, 9.1]"
2008 Pipeline,round_3,Ezra Sitt,"[1.23, 0.73, 1.2, 0.27, 6.67]"
2008 Pipeline,round_3,Kieren Perrow,"[0.5, 0.83, 2.0, 0.8, 1.7, 0.57, 8.0, 6.83, 1.53]"
2008 Pipeline,round_3,Taylor Knox,"[1.43, 0.7, 5.0, 5.5]"
2008 Pipeline,round_3,Aritz Aranburu,"[3.67, 6.17, 5.33, 1.83]"
2008 Pipeline,round_3,Bobby Martinez,"[1.0, 1.27, 2.5, 1.13, 4.1, 1.07]"
2008 Pipeline,round_3,Jamie O'Brien,"[0.33, 5.67, 2.67, 3.87, 7.83, 7.77, 7.53, 8.67, 1.53, 7.0, 0.93]"
2008 Pipeline,round_3,Jeremy Flores,"[5.83, 0.3, 3.83, 2.83, 0.5, 0.6, 1.33, 0.9, 4.03, 1.4]"
2008 Pipeline,round_3,Adrian Buchan,"[0.33, 2.67, 1.43, 5.43, 1.93, 8.43, 9.83, 6.83, 1.87]"
2008 Pipeline,round_3,Daniel Wills,"[5.0, 0.77, 0.9, 0.67, 8.67, 9.27, 1.43]"
2008 Pipeline,round_3,Adriano de Souza,"[5.5, 0.9, 8.33]"
2008 Pipeline,round_3,Kekoa Bacalso,"[0.23, 7.33, 1.0, 4.83, 2.0]"
2008 Pipeline,round_3,Tom Whitaker,"[1.5, 7.0, 8.67, 1.1, 1.0, 7.57, 1.73]"
2008 Pipeline,round_3,Bruce Irons,"[5.67, 1.67, 1.1, 9.6, 6.5]"
2008 Pipeline,round_3,Kamalei Alexander,"[1.0, 6.17, 6.33, 1.0, 6.23, 1.1]"
2008 Pipeline,round_3,Taj Burrow,"[0.4, 1.83, 7.17, 1.57, 0.7, 1.07, 0.67, 0.27, 0.53]"
2008 Pipeline,round_3,Chris Ward,"[5.33, 1.17, 3.83, 1.0, 9.77, 4.43, 1.43, 7.5]"
2008 Pipeline,round_3,Kai Otton,"[1.17, 1.07, 0.2, 6.5, 7.33]"
2008 Pipeline,round_3,Bede Durbidge,"[5.0, 1.17, 8.93, 1.3]"
2008 Pipeline,round_3,Shane Dorian,"[3.0, 9.63, 2.57]"
2008 Pipeline,round_3,Gregoire Sylvain,"[3.0, 9.63]"
2008 Pipeline,round_3,Evan Valiere,"[2.33, 0.67, 9.0, 1.83, 9.13, 1.8]"
2008 Pipeline,round_3,C.J. Hobgood,"[8.33, 1.0, 0.83, 6.0, 8.27, 1.87, 1.7, 1.37]"
2008 Pipeline,round_3,Andy Irons,"[1.67, 1.43, 0.2, 4.5, 9.87]"
2008 Pipeline,round_3,Dean Morrison,"[1.17, 0.5, 0.53, 6.0, 7.17, 1.67]"
2008 Pipeline,round_4,Luke Stedman,"[4.67, 1.23, 8.0, 1.73, 0.77]"
2008 Pipeline,round_4,Marcus Hickman,"[1.67, 1.6, 1.63, 2.6, 9.6, 2.3, 0.73]"
2008 Pipeline,round_4,Tim Reyes,"[4.33, 8.33]"
2008 Pipeline,round_4,Joel Parkinson,"[5.33, 1.17, 0.67, 6.5]"
2008 Pipeline,round_4,Kelly Slater,"[1.7, 3.5, 8.17, 1.8, 9.63, 9.77, 0.93]"
2008 Pipeline,round_4,Kieren Perrow,"[1.5, 1.1, 1.63, 0.2, 1.07, 6.33, 0.3]"
2008 Pipeline,round_4,Jamie O'Brien,"[4.5, 5.83, 1.67, 1.0]"
2008 Pipeline,round_4,Aritz Aranburu,"[0.93, 2.17, 4.5, 1.33, 1.27]"
2008 Pipeline,round_4,Adrian Buchan,"[2.0, 3.67, 6.67, 0.23, 9.1, 1.4]"
2008 Pipeline,round_4,Adriano de Souza,"[4.33, 4.83, 6.73]"
2008 Pipeline,round_4,Kamalei Alexander,"[6.0, 1.83, 4.17]"
2008 Pipeline,round_4,Tom Whitaker,"[7.0, 0.9, 1.67, 2.4, 0.93, 1.3]"
2008 Pipeline,round_4,Chris Ward,"[6.0, 0.5, 2.17, 1.5, 1.83, 3.23, 7.43]"
2008 Pipeline,round_4,Bede Durbidge,"[2.73, 6.83, 1.27, 1.87]"
2008 Pipeline,round_4,Andy Irons,"[8.83, 0.9, 0.87, 2.0, 9.0]"
2008 Pipeline,round_4,Evan Valiere,"[4.83, 1.67, 2.23, 2.17, 3.6, 2.63]"
2008 Pipeline,quarter,Tim Reyes,"[8.17, 2.33, 8.0]"
2008 Pipeline,quarter,Luke Stedman,"[1.33, 0.23, 1.67, 1.1, 5.0]"
2008 Pipeline,quarter,Kelly Slater,"[9.63, 9.0, 0.2, 8.27, 3.17]"
2008 Pipeline,quarter,Jamie O'Brien,"[1.0, 1.73, 1.83, 6.67, 4.17, 5.17]"
2008 Pipeline,quarter,Adrian Buchan,"[2.5, 4.83, 8.0, 6.33, 1.77, 0.57]"
2008 Pipeline,quarter,Kamalei Alexander,"[0.5, 1.17, 1.5]"
2008 Pipeline,quarter,Chris Ward,"[3.67, 0.5, 4.33, 3.73, 0.57]"
2008 Pipeline,quarter,Andy Irons,"[1.0, 0.73, 0.53, 2.33, 2.43, 5.0]"
2008 Pipeline,semi,Kelly Slater,"[1.5, 2.17, 3.67, 0.5, 0.73, 9.0, 10.0, 1.17]"
2008 Pipeline,semi,Tim Reyes,"[2.07, 2.57, 6.5, 9.1, 5.67]"
2008 Pipeline,semi,Chris Ward,"[6.83, 1.13, 1.23, 9.63, 4.5, 1.5]"
2008 Pipeline,semi,Adrian Buchan,"[4.33, 1.0, 1.43, 1.4, 3.5, 5.83, 2.67, 0.2]"
2008 Pipeline,final,Kelly Slater,"[1.4, 2.0, 7.17, 0.73, 1.1, 1.0, 6.83]"
2008 Pipeline,final,Chris Ward,"[0.87, 2.33, 3.5, 3.73, 0.67]"
2009 Gold Coast,round_1,Jeremy Flores,"[6.67, 3.83, 7.0, 1.93, 0.83, 1.87]"
2009 Gold Coast,round_1,Dustin Barca,"[5.17, 1.0, 6.7, 0.87]"
2009 Gold Coast,round_1,Dean Morrison,"[0.5, 1.17, 4.67, 5.03, 2.23, 0.37, 2.77, 0.83]"
2009 Gold Coast,round_1,Tiago Pires,"[1.0, 2.33, 3.17, 4.67, 7.33, 3.67]"
2009 Gold Coast,round_1,Bobby Martinez,"[6.0, 6.0, 5.03, 1.57, 4.53]"
2009 Gold Coast,round_1,Roy Powers,"[0.43, 4.0, 0.93, 2.0, 3.27]"
2009 Gold Coast,round_1,Mick Fanning,"[5.83, 0.73, 4.07, 0.5, 3.5, 6.0, 3.3]"
2009 Gold Coast,round_1,Phillip MacDonald,"[2.5, 7.67, 0.87, 0.73, 3.7, 0.2]"
2009 Gold Coast,round_1,Ben Dunn,"[1.73, 3.67, 4.33, 4.43]"
2009 Gold Coast,round_1,Adriano de Souza,"[6.67, 6.13]"
2009 Gold Coast,round_1,Jordy Smith,"[1.0, 3.67, 5.5, 6.5, 5.43, 0.3, 3.5]"
2009 Gold Coast,round_1,Drew Courtney,"[4.67, 3.17, 1.93, 0.57, 3.9]"
2009 Gold Coast,round_1,Heitor Alves,"[1.83, 1.77, 2.67, 4.0, 7.17, 6.5, 2.13]"
2009 Gold Coast,round_1,Adrian Buchan,"[3.0, 5.83, 6.47, 2.33]"
2009 Gold Coast,round_1,Marlon Lipke,"[2.57, 4.27, 4.17, 6.0, 0.5, 4.23]"
2009 Gold Coast,round_1,Damien Hobgood,"[4.33, 8.0, 0.5, 8.5, 1.0, 9.0, 3.47]"
2009 Gold Coast,round_1,C.J. Hobgood,"[5.83, 0.8, 7.0, 2.57, 2.27, 3.0, 1.3, 2.77]"
2009 Gold Coast,round_1,Aritz Aranburu,"[3.0, 1.73, 1.93]"
2009 Gold Coast,round_1,Jay Thompson,"[0.27, 8.0, 2.5, 1.7, 0.5, 1.93, 5.67]"
2009 Gold Coast,round_1,Taylor Knox,"[0.77, 5.17, 4.33, 2.87, 7.5, 0.23, 0.83]"
2009 Gold Coast,round_1,Joel Parkinson,"[1.83, 5.5, 0.5, 6.5, 3.0, 2.8]"
2009 Gold Coast,round_1,Kelly Slater,"[1.0, 6.67, 0.5, 5.5, 4.5, 0.37, 2.53]"
2009 Gold Coast,round_1,Dayyan Neve,"[5.33, 3.67, 0.87, 1.07, 5.67]"
2009 Gold Coast,round_1,Daniel Wills,"[2.0, 0.43, 2.67, 7.67, 2.6, 3.0]"
2009 Gold Coast,round_1,Julian Wilson,"[4.67, 6.83, 7.27, 2.0, 5.43, 1.63]"
2009 Gold Coast,round_1,Bede Durbidge,"[1.0, 6.83, 0.8, 5.9, 1.2, 4.57, 2.87, 0.27]"
2009 Gold Coast,round_1,Mikael Picon,"[2.5, 4.0, 4.23, 4.83, 0.67, 3.5, 2.33]"
2009 Gold Coast,round_1,Taj Burrow,"[3.17, 1.17, 2.4, 8.67, 5.17, 6.83, 1.27, 1.23, 1.7, 7.83]"
2009 Gold Coast,round_1,Dane Reynolds,"[1.4, 2.23, 3.33, 2.6, 1.4, 0.93, 3.4, 1.77, 1.93, 7.83, 2.73, 6.4]"
2009 Gold Coast,round_1,Corey Ziems,"[2.67, 0.57, 2.23, 3.37, 4.27, 4.53, 2.83, 1.0]"
2009 Gold Coast,round_1,Tim Boal,"[2.0, 1.5, 0.83, 5.77, 2.43, 8.67, 4.77, 7.17, 0.37, 3.03]"
2009 Gold Coast,round_1,Freddy Patacchia Jr.,"[8.17, 3.5, 0.7, 4.0, 0.3, 5.77, 5.47, 5.13]"
2009 Gold Coast,round_1,Mick Campbell,"[2.73, 4.67, 4.83, 2.37, 6.83, 5.33, 3.33, 0.5, 2.8, 6.23]"
2009 Gold Coast,round_1,Greg Emslie,"[1.17, 1.57, 7.33, 3.5, 5.5, 1.0, 0.93, 4.17, 6.33, 3.03]"
2009 Gold Coast,round_1,Nathaniel Curran,"[1.43, 4.17, 0.57, 1.47, 4.5, 3.9, 1.97, 1.67, 3.4, 0.93, 1.47]"
2009 Gold Coast,round_1,Chris Ward,"[1.07, 1.23, 1.53, 0.83, 5.33, 2.5, 1.07, 3.17, 1.47, 0.5, 1.53, 1.23]"
2009 Gold Coast,round_1,Kekoa Bacalso,"[4.83, 6.67, 0.2, 8.0, 0.43, 0.4, 2.07, 9.33]"
2009 Gold Coast,round_1,Chris Davidson,"[8.17, 0.43, 7.67, 4.0, 0.5, 0.23, 0.27, 2.23, 3.4, 0.5, 1.17, 0.3]"
2009 Gold Coast,round_1,Kai Otton,"[2.33, 0.5, 3.17, 4.5, 1.0, 3.5, 0.27, 2.2, 5.33, 0.4, 0.27]"
2009 Gold Coast,round_1,Nic Muscroft,"[1.07, 0.5, 8.33, 6.23, 7.0, 0.43, 3.43, 4.7, 1.23]"
2009 Gold Coast,round_1,Michel Bourez,"[1.0, 6.67, 0.67, 0.23, 6.23, 4.1, 1.2, 4.73]"
2009 Gold Coast,round_1,Tim Reyes,"[5.67, 0.67, 1.07, 0.8, 0.43, 2.6, 1.13, 0.67, 1.43, 3.9, 1.3]"
2009 Gold Coast,round_1,Josh Kerr,"[1.0, 5.67, 2.17, 7.67, 0.43, 6.83, 1.9, 0.27, 7.83, 4.13]"
